idx,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,uri,valence
22,Strangers In The Day,John Lurie,0.935,0.346,121573,0.0839,0.209,7,0.097,-14.894,1,0.037,134.322,1,spotify:track:19Iu9XYtXw1Fy3DdHG9Tcc,0.154
23,Still Am Tresen,Bohren & Der Club Of Gore,0.836,0.26,239542,0.172,0.929,2,0.11,-15.386,0,0.0314,132.545,3,spotify:track:2QS03cWcIqrCHZDX9zPGVP,0.0431
24,Days of Candy,Beach House,0.695,0.18,375933,0.484,0.951,3,0.153,-7.101,1,0.0333,121.181,4,spotify:track:5vJ1IU38SflUr0d9BV1gW1,0.0589
25,The Vault,Trigg & Gusset,0.959,0.562,243580,0.134,0.93,3,0.0986,-14.967,0,0.0388,87.947,4,spotify:track:3s1aSimO6fmCVrRStmjEjV,0.248
26,Baby's a Liar,Beach Skulls,0.118,0.373,181007,0.488,0.267,0,0.0959,-7.386,1,0.0414,141.624,4,spotify:track:1niYuLsw21Kgu2R0z7PzUT,0.136
27,Into the Black,Chromatics,0.977,0.392,322800,0.295,0.842,9,0.279,-12.334,0,0.0304,108.985,4,spotify:track:78PuKTcvpFTh5PceV9kBM6,0.123
28,Unrasiert,Bohren & Der Club Of Gore,0.867,0.175,284440,0.0721,0.938,0,0.1,-17.456,0,0.0353,89.003,4,spotify:track:0kqWsPbkZqblZzAxxKinVv,0.0607
29,Lord Knows Best,Dirty Beaches,0.943,0.246,204347,0.605,0.917,3,0.138,-5.78,1,0.0383,203.224,4,spotify:track:0yZWqfxbZ6pzRPKfqmdwn9,0.262
30,Blur My Thoughts Again,Auburn Lull,0.68,0.456,290147,0.453,0.956,6,0.0656,-14.048,1,0.0262,75.753,4,spotify:track:5DcJqv7C0I9AwIK6rnz6XW,0.222
31,My Body,Perfume Genius,0.912,0.713,137600,0.333,0.887,8,0.0888,-10.685,1,0.0549,110.747,3,spotify:track:3tblCGKnBfNR4w9xtGN25m,0.154
32,Through the Trees,Mount Eerie,0.883,0.0693,693093,0.174,0.901,2,0.111,-22.197,1,0.0377,184.847,4,spotify:track:6iNWFNxk0FO7xxAG7cdtlq,0.0299
33,Cuckoo,Still Corners,0.771,0.603,189000,0.456,0.93,11,0.11,-14.282,0,0.0321,120.015,4,spotify:track:2Y9udjy06HRT5BvqnOOIxV,0.0733
34,Run Mascara Run,The Raveonettes,0.0526,0.267,177293,0.81,0.000501,9,0.12,-7.669,1,0.0743,104.878,1,spotify:track:0dz0MSmB1tBMLwM4zKYiDj,0.359
35,Sing Loud,Blu Magritte,0.866,0.329,249980,0.396,0.782,5,0.0877,-9.031,1,0.0299,159.817,3,spotify:track:122zHMskaapRKnZS9z9Tyy,0.04
36,Lose Your Smile,Beach House,0.299,0.391,249253,0.482,0.654,9,0.088,-9.01,1,0.0295,132.679,4,spotify:track:2p6XlybsJTLIj6GiYSMDVQ,0.208
37,Rolled Together,The Antlers,0.663,0.145,276213,0.408,0.7,9,0.128,-9.974,1,0.0366,59.5,4,spotify:track:5dXzSXijYYvpsjnWBc5bSa,0.0917
38,Candy Girl,Trailer Trash Tracys,0.414,0.426,243627,0.686,0.908,2,0.0987,-5.819,1,0.0365,104.964,4,spotify:track:26bJauPDh94k43q6yg8k78,0.276
39,Violet,You'll Never Get to Heaven,0.993,0.186,192338,0.317,0.973,1,0.0644,-11.953,0,0.0325,88.032,1,spotify:track:3FHGdvhvvkPZkAhsoksfgh,0.143
40,Gun,Emilíana Torrini,0.619,0.368,345707,0.558,0.394,2,0.104,-8.229,1,0.0502,169.944,4,spotify:track:4GVPLHHswg8DaWFsKnquLM,0.288
41,...And the Rain,John Maus,0.0561,0.406,166800,0.766,0.801,9,0.597,-5.65,0,0.0352,159.839,4,spotify:track:75pgy4q0xhwSFwWTnAcSzV,0.752
42,Blue Moon Baby,Dave 'Diddle' Day,0.614,0.826,168787,0.594,0.00951,4,0.118,-9.597,0,0.0321,105.042,4,spotify:track:7p6zbAp0UvZH5k7zDZhJ2f,0.922
43,Rockin' Back Inside My Heart,Julee Cruise,0.591,0.621,349067,0.223,0.00212,11,0.0579,-17.397,1,0.0278,84.891,4,spotify:track:7kOSSHSBmQ0Y0668lpUNV1,0.314
44,Floating Spit,Perfume Genius,0.869,0.438,194693,0.462,0.915,3,0.0968,-13.638,1,0.033,144.025,4,spotify:track:4C7F5zCFfppYauKHjKpC34,0.452
45,Into the Night,Julee Cruise,0.946,0.497,284333,0.0371,0.133,6,0.174,-26.201,0,0.0332,102.734,3,spotify:track:10JOKdy8ynkSiGTWKgfFuE,0.0386
46,Blue Moon Revisited (Song For Elvis),Cowboy Junkies,0.821,0.512,268867,0.163,0.0416,0,0.115,-20.425,1,0.0297,110.874,3,spotify:track:34vHFbkmUvwvPyzUvFbbex,0.259
47,Trop tard,Last Ex,0.568,0.677,283176,0.311,0.836,11,0.102,-9.636,0,0.0389,112.032,4,spotify:track:0UpVGFcsuiXw1wQvKIQxCR,0.0372
48,Over and Over,Angela McCluskey,0.0119,0.595,218825,0.47,0.0104,9,0.225,-6.317,0,0.0302,116.018,3,spotify:track:3igWrRu7s5QraadzDB0Vxq,0.172
49,The Creature,La Luz,0.00392,0.484,208693,0.725,0.163,9,0.105,-4.419,1,0.027,99.661,4,spotify:track:6UYl6baQYaKifK3eZqf3ZF,0.532
50,Windom Earle,Bookhouse,0.47,0.233,140427,0.155,0.933,11,0.0759,-14.516,1,0.0368,78.113,3,spotify:track:4SFW8bCJQQDgWabPInYT8y,0.0709
51,Always Forever,Cults,0.00181,0.174,223747,0.742,0.281,8,0.198,-5.93,1,0.0485,163.378,4,spotify:track:2enPRFda84VE2wtI8c86Uf,0.36
52,Lady (On Film),Chromatics,0.226,0.146,201606,0.285,0.177,0,0.107,-11.165,0,0.0393,165.172,3,spotify:track:6rVH0noxCm4ZI68hJgTu2d,0.0383
53,I Know,David Lynch,0.504,0.532,243827,0.551,0.0615,11,0.225,-6.447,0,0.0727,127.847,4,spotify:track:1PlQpbbWWUhXGGkdUX09Qb,0.304
54,Flight of Cranes,The Chambermaids,0.548,0.247,265667,0.498,0.936,11,0.111,-8.912,0,0.0323,145.695,4,spotify:track:1B3dmYitzz4eCk8Cos9lBD,0.22
55,Real Love,Chrystabell,0.0728,0.476,280955,0.451,0.156,9,0.124,-10.588,0,0.025,87.965,3,spotify:track:5h8HQ1JRUgjiA5ufSNxA6n,0.646
56,Sycamore Trees,Jimmy Scott,0.846,0.361,234507,0.045,0.00142,8,0.105,-19.74,0,0.0389,121.116,3,spotify:track:2OpEjOrVbb3BxpU2n4h6QV,0.137
57,A Man Is Not His Song,Feist,0.403,0.499,281503,0.454,7.24e-06,5,0.323,-9.525,1,0.198,70.976,4,spotify:track:4QZJozbPN9uPCTyDsRPaUL,0.271
58,Holy Christos,King Dude,0.000289,0.431,172240,0.908,0.745,4,0.241,-7.248,0,0.0446,150.906,4,spotify:track:3PsfIhi9R0UUGhP2a6G55X,0.249
59,No More Words,Anna Calvi,0.448,0.572,231013,0.416,0.488,0,0.28,-9.868,0,0.0265,108.036,4,spotify:track:26zkmF12NR0aXZiNbziIFt,0.152
60,G,Labradford,0.893,0.468,240493,0.157,0.000705,5,0.0904,-22.907,1,0.0309,109.956,4,spotify:track:1TvayE1A6a8M06WwY9w4s8,0.0448
61,Blue Love,The Bad Signs,0.546,0.421,179106,0.524,0.951,1,0.0974,-9.071,0,0.0272,104.711,3,spotify:track:7joMlXET5YA6te0fxq5HFa,0.268
62,Dandys Lungern Durch Die Nacht,Bohren & Der Club Of Gore,0.778,0.323,304827,0.0352,0.904,6,0.111,-21.036,0,0.0311,82.06,3,spotify:track:5TV5AHI1wyXHpBiNnMxWlT,0.124
63,Planet Caravan,Hula Hi-Fi,0.888,0.428,390852,0.389,0.409,6,0.606,-12.244,0,0.036,151.039,4,spotify:track:2iXGp73Yt0LUll8IkLdaaO,0.379
64,Love Letters,Ketty Lester,0.711,0.584,163187,0.298,0.0498,7,0.174,-14.282,0,0.0316,124.834,3,spotify:track:5SK3wsck9r3krpvna9MRrF,0.341
65,Deep Web,Magic Potion,0.28,0.623,227971,0.747,0.741,2,0.336,-7.181,1,0.0268,102.129,4,spotify:track:13prXqojEpFmQIpK3Sshf0,0.816
66,She Would Die for Love,Julee Cruise,0.839,0.178,366600,0.184,0.401,0,0.0843,-17.834,0,0.0318,139.369,4,spotify:track:7yeyBlXG6KPS78fyaA3Mq8,0.0905
67,Into Black,Blouse,0.463,0.705,208238,0.681,0.839,9,0.123,-8.278,1,0.0258,114.003,4,spotify:track:5d8pKJxoDlYX2SoFR6RCsm,0.707
68,A Dream in Blue,Silencio,0.879,0.193,126867,0.299,0.736,9,0.0876,-12.089,1,0.032,112.082,3,spotify:track:3trq46jFg83zcxsx3MyK5z,0.0345
69,In Dreams,Roy Orbison,0.884,0.464,169360,0.308,0.0353,0,0.118,-15.393,1,0.0296,107.98,4,spotify:track:6bwwfcUwj9ZOXgjMWbdwpk,0.667
70,Amulet,Johnny Jewel,0.95,0.295,103886,0.28,0.899,2,0.375,-11.369,0,0.0377,73.471,4,spotify:track:66JFip87831dYJIPAhHGMN,0.0633
71,Total Control,Cults,0.0414,0.468,239073,0.565,0.0482,11,0.0786,-11.074,1,0.0315,171.198,4,spotify:track:2PosWHlpBp3DSgyMHo67qi,0.657
72,Tarifa,Sharon Van Etten,0.25,0.276,290613,0.328,0.000333,0,0.0871,-9.152,1,0.0289,72.931,3,spotify:track:1nEUk2DYbi8pzgB3LZxo7o,0.103
73,Take Me with You,Monika,0.0203,0.22,306320,0.588,0.966,10,0.102,-9.293,1,0.0357,113.4,4,spotify:track:3Q2DbSanNFMeBNSV5qfQEV,0.348
74,Flesh of Arms,Northern Arms,0.081,0.192,379216,0.514,0.0184,5,0.135,-6.629,1,0.0357,120.115,3,spotify:track:1oDIpapbrmw1nSuh4mxk1Q,0.146
75,The Bookhouse Boys - Instrumental,Angelo Badalamenti,0.231,0.249,209533,0.329,0.932,5,0.109,-19.806,0,0.0571,73.636,4,spotify:track:1TGBgPEtnmPU3EsFR9s6zd,0.0553
76,Wicked Game,Chris Isaak,0.744,0.667,286880,0.548,0.0122,9,0.0946,-7.802,1,0.0262,112.549,4,spotify:track:390AWnOn2rfe9FzQjYmxIH,0.29
77,Caisson,Loscil,0.979,0.362,469333,0.0382,0.929,6,0.0657,-40.667,1,0.0554,180.031,3,spotify:track:7CvIZIUj1wwT2Kdq1Mnyxv,0.315
78,Wiseblood (Johnny Jewel Remix),Zola Jesus,0.814,0.154,275187,0.374,4.7e-05,10,0.0819,-8.157,1,0.0311,83.896,3,spotify:track:2sezFaefMm8XN2o5t8QXhh,0.103
79,Dawna,Morphine,0.956,0.172,43933,0.00229,0.952,10,0.105,-31.568,1,0.0542,116.914,3,spotify:track:5Jc8h2cVsYfvqGq0akAbYg,0.28
80,Sleepwalking (Couples Only Dance Prom Night),Modest Mouse,0.722,0.327,202440,0.231,5.28e-06,0,0.159,-14.033,1,0.0596,174.582,3,spotify:track:0jFtLM9oMjRqqqrfO1RTvv,0.536
81,Hunter,Portishead,0.896,0.523,237413,0.408,0.134,10,0.098,-9.563,0,0.0369,134.179,4,spotify:track:0J3bnjae0jkfUpbdHr81Sr,0.157
82,Floating,Julee Cruise,0.715,0.454,294707,0.164,0.0859,11,0.0856,-19.419,0,0.0282,76.498,4,spotify:track:55Wm3y6wUy5xS1thd0Zial,0.0987
83,Angel Star,Chrystabell,0.85,0.513,266882,0.169,0.16,8,0.109,-15.158,1,0.0395,112.65,3,spotify:track:5oExjgYlSR316fpvgphj6a,0.275
84,Experiment in Terror,Henry Mancini,0.738,0.412,138827,0.286,0.0345,2,0.177,-13.584,0,0.0281,112.589,3,spotify:track:1alwyf7cdN1nmDA27FRs0F,0.249
85,Don't Wake Me Up,Cranes,0.635,0.647,208707,0.245,0.825,5,0.112,-18.288,1,0.0268,145.044,4,spotify:track:5Q3t1f4wUg7KCgBOnNpVVU,0.213
86,Otterley,Cocteau Twins,0.917,0.322,244067,0.206,0.905,7,0.108,-19.841,0,0.0354,100.383,4,spotify:track:3uv0Uyr7eTS8dM8wYSb0FL,0.0403
87,Fire Walker,Black Rebel Motorcycle Club,0.683,0.56,383693,0.624,0.681,7,0.0948,-11.201,0,0.0404,141.991,4,spotify:track:7aYONXAftqbA7uZzlopJa2,0.344
88,Boiling Point,Au Revoir Simone,0.232,0.368,277253,0.45,0.868,8,0.0965,-9.615,1,0.0292,89.018,4,spotify:track:37ey0P7LYsL1jF9Kxhc35m,0.123
89,Cinema,Miss Mobile Home,0.0238,0.166,309533,0.401,0.0324,7,0.0817,-12.694,1,0.0326,97.939,3,spotify:track:0KSBNN2Vp6JY7N71PZInqv,0.142
90,Bang Bang - My Baby Shot Me Down,Nancy Sinatra,0.984,0.458,160440,0.12,0.0993,5,0.111,-22.644,0,0.0512,125.035,5,spotify:track:1s2I9Q7zAE78m7aVZOq3ug,0.372
91,Intertwined,Satin Puppets,0.924,0.507,209625,0.33,0.0389,4,0.0768,-11.54,0,0.0308,119.863,4,spotify:track:3QIkCvIh4RNMbIF1TE8rK1,0.316
92,Immemorial,Apocryphos,0.765,0.0704,333804,0.234,0.803,10,0.21,-25.253,1,0.0423,70.509,4,spotify:track:6N5cVdUFPXwrFdlAjlsRwA,0.0822
93,Falling,Julee Cruise,0.892,0.192,321853,0.138,0.553,5,0.114,-17.135,1,0.0315,142.187,4,spotify:track:2g485sb4XPeIPmdgX45lI2,0.0757
94,The Night Bell With Lightning,David Lynch,0.532,0.72,299493,0.307,0.848,0,0.122,-9.008,0,0.0296,138.829,3,spotify:track:27zyuXdOTQ7qbdUyFaT02A,0.14
95,Shadow of a Doubt,Sonic Youth,0.729,0.684,212400,0.516,0.872,4,0.106,-13.39,0,0.0324,121.038,4,spotify:track:0mYaDPgvNkXgXS3TVjuITD,0.337
96,Always Forever,Cults,0.00181,0.174,223747,0.742,0.281,8,0.198,-5.93,1,0.0485,163.378,4,spotify:track:2enPRFda84VE2wtI8c86Uf,0.36
97,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,Billie Holiday,0.98,0.484,190800,0.0823,2.47e-06,7,0.159,-11.273,0,0.0364,127.089,3,spotify:track:41CHb7F7SXcmkj0h8wekeF,0.191
98,Teenage Blue,Dreamgirl,0.837,0.178,234969,0.461,0.0187,11,0.133,-7.479,1,0.0312,180.28,3,spotify:track:7mgI1HLrLMlIHL3wzotbyM,0.135
99,Untitled Love Song,Angels Of Light,0.342,0.472,294493,0.284,0.164,9,0.104,-9.43,1,0.027,75.133,4,spotify:track:3ujQCboY7MGBBnU5uy9EUI,0.304
100,When It Comes to You,Hinds,0.418,0.413,168747,0.533,0,0,0.108,-7.01,1,0.0331,117.582,4,spotify:track:1CCWrLcgpqXAc9JZuUyPtA,0.235
101,Rogue,Cobra Man,0.422,0.653,162818,0.428,0.0353,6,0.112,-8.917,1,0.0297,79.988,4,spotify:track:2496IGBAmkWSrOMtMiEQKz,0.253
102,Hey Moon,John Maus,0.784,0.573,248707,0.639,0.633,0,0.0923,-7.143,1,0.0247,89.575,4,spotify:track:6KbpJjsh3U1yU1tiEzJvQV,0.24
103,Good,Morphine,0.868,0.654,154173,0.208,0.899,2,0.108,-19.584,1,0.0435,89.258,4,spotify:track:6QQ8diRSTraMgZIE4O0LNy,0.448
104,Maximum Black,Bohren & Der Club Of Gore,0.842,0.324,460613,0.153,0.975,11,0.108,-20.82,1,0.0386,107.901,4,spotify:track:2T4sQKflatY5Z7w4SYHVVF,0.0367
105,White Lodge,Liquid Rainbow,0.941,0.444,318427,0.169,0.806,0,0.175,-17.955,1,0.0407,119.773,4,spotify:track:2Cu6MoeikBcQX6V5cZn2F8,0.0353
106,Trouble,Hope Sandoval & The Warm Inventions,0.538,0.322,322680,0.384,0.451,11,0.0878,-12.911,0,0.0294,171.658,3,spotify:track:77Fx1qCyt4YbTfOkPj7Ayz,0.163
107,Version,Fugazi,0.0132,0.259,200040,0.513,0.75,5,0.419,-10.192,0,0.0443,60.313,4,spotify:track:4opdT0AObJFtc9RT7NRPcf,0.124
108,Young And Beautiful,The Raveonettes,0.00441,0.412,186405,0.941,0.768,0,0.0624,-1.164,0,0.0424,150.969,4,spotify:track:4r91nruvVuUWRYN3yz5MM1,0.64
109,The Night We Met,Lord Huron,0.969,0.545,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.1
110,Night Scene,The Rumblers,0.21,0.636,134440,0.304,0.865,5,0.0532,-14.522,0,0.04,108.422,4,spotify:track:3BjiWRCrV8VaaDPXd2tVid,0.268
111,Shadow of Your Love,La Sera,0.00502,0.379,194160,0.587,0.124,11,0.182,-9.717,0,0.0274,92.194,4,spotify:track:1P44W0H1viRAxcDSyuhtR0,0.0971
112,The Advocate,In Mirrors,0.419,0.0631,855195,0.0836,0.899,5,0.0615,-13.855,1,0.0451,66.562,4,spotify:track:4DgPjgleUUkWUWkwrrzlJL,0.026
113,I'll Be True,La Luz,0.00837,0.23,208720,0.65,0.163,3,0.09,-7.441,1,0.031,176.513,4,spotify:track:4eIqGEnOBCoaMf9dVt8cVr,0.376
114,Collapse,The Bounce Committee,0.894,0.116,211347,0.3,0.979,10,0.0702,-8.82,1,0.0333,89.598,4,spotify:track:7AxDPdhN4Jjs6jyCd5H9X3,0.0339
115,Look For Me (I'll Be Around),Neko Case,0.288,0.356,201133,0.291,0.00247,11,0.14,-11.42,0,0.033,155.089,3,spotify:track:61YAuOQzU7ZFoBSpqaMyiI,0.0688
116,Windows,Sugar Candy Mountain,0.147,0.525,192028,0.635,0.000114,5,0.122,-7.805,1,0.0239,82.445,4,spotify:track:6jvqaaUtBmcnxQnf5XKzFo,0.668
117,The Pink Room,Bookhouse,0.0078,0.271,275400,0.479,0.854,5,0.385,-8.153,1,0.0298,73.49,4,spotify:track:1qpawcY1rxHvdAH9r2Y5Im,0.105
118,Tief gesunken,Bohren & Der Club Of Gore,0.962,0.162,254974,0.0968,0.87,0,0.105,-15.139,0,0.033,69.168,5,spotify:track:4gm5HXmZCoZEP6vpaa7Yra,0.0358
119,Broken Dreams,Littleuniverses,0.804,0.169,309417,0.429,0.904,4,0.106,-9.067,0,0.032,129.228,3,spotify:track:2LYcXVusdNjDpsQlQ188Cr,0.0592
120,Moving Through Time,Angelo Badalamenti,0.988,0.447,405000,0.0817,0.908,0,0.115,-23.608,1,0.038,80.759,4,spotify:track:6FkZCpwSLHCrcl7BqhyY9E,0.0443
121,Candy,Chromatics,0.402,0.466,150003,0.704,0.00313,9,0.278,-9.575,0,0.0319,169.981,4,spotify:track:2TTNNhAqKJVdwEmxKSoYS0,0.532
122,Dead of Night,Orville Peck,0.811,0.491,239001,0.549,0.361,2,0.0606,-11.608,1,0.0546,99.683,4,spotify:track:08unC8N1V1dEcqiyi06g6W,0.48
123,Stalkin',Duane Eddy,0.00803,0.468,146920,0.541,0.828,10,0.103,-9.236,0,0.0333,103.608,3,spotify:track:6B8I1qFm81w2grBX30btLj,0.724
124,Intro / Menu,Atrium Carceri,0.823,0.267,128182,0.065,0.947,7,0.113,-24.246,1,0.0336,87.093,4,spotify:track:73E1KgkXmrxyOREKgJIVTy,0.0391
125,Something's Wrong with the Morning,Margo Guryan,0.682,0.656,105573,0.567,0.000315,2,0.106,-8.128,0,0.0352,133.558,4,spotify:track:0IqQoCYYaSeM2ThWKPGoXX,0.71
126,Paper Trails,DARKSIDE,0.779,0.948,289841,0.419,0.916,8,0.121,-13.043,0,0.058,113.235,4,spotify:track:6rqONVHOT73QecUdJ5HVHy,0.363
127,Karin,Bohren & Der Club Of Gore,0.905,0.547,218317,0.0377,0.941,5,0.102,-20.974,0,0.036,100.071,4,spotify:track:4IC5DtD5WoAzXr4k6XeojI,0.122
128,Funnel of Love,Wanda Jackson,0.0862,0.623,152933,0.658,5.68e-05,1,0.173,-5.481,0,0.0367,126.867,4,spotify:track:5N22FteLZT3tgYABLAobu1,0.81
129,I Think She Likes Me,Treat Her Right,0.554,0.577,220147,0.631,5.14e-05,7,0.283,-13.835,0,0.115,122.507,4,spotify:track:4kt9HZmx6lAgYbMe0jisAZ,0.225
130,Angle of List,Loscil,0.925,0.136,405573,0.00215,0.817,2,0.095,-33.623,0,0.0455,67.749,4,spotify:track:6lgDvkxcWNnCefaT2qeJPf,0.0343
131,I Have Seen Enough,Desire,0.00927,0.337,196162,0.311,0.0904,5,0.15,-10.073,1,0.0372,90.412,4,spotify:track:5eMmKyeBT8z98BSBV11Ats,0.272
132,Transmission 3,DJ Shadow,0.698,0.369,70533,0.502,0.769,0,0.16,-12.094,1,0.0428,70.732,1,spotify:track:38pJUtzxymktaE1kkCo0mZ,0.87
133,Stardust,Johnny Jewel,0.0477,0.205,193551,0.293,0.633,8,0.0819,-14.634,0,0.0291,134.078,4,spotify:track:5szW3cqxy7uR0ZfHOjVw37,0.0376
134,I'm Not Running Away,Feist,0.739,0.49,204871,0.327,0.0185,0,0.0847,-7.968,0,0.029,79.341,4,spotify:track:10g6ugU3nbL53aQNJ5kC2v,0.248
135,Porch Dude Chillin',Beach Skulls,0.955,0.156,112906,0.102,0.436,9,0.052,-23.615,1,0.0392,89.032,4,spotify:track:3ddCa4kWzGkNOwtI8VK98N,0.16
136,The Crimson Kiss,Johnny Jewel,0.508,0.335,174672,0.322,0.335,9,0.115,-12.473,1,0.0281,95.125,4,spotify:track:09ICU4uaLEqzNWfcKiz4lH,0.0387
137,Battery Point,Beak>,0.0431,0.157,430133,0.649,0.876,2,0.114,-9.507,0,0.0373,140.175,4,spotify:track:2gRdB1uJUfgJgXHL6PQuHL,0.18
138,Sandpaper Kisses,Martina Topley-Bird,0.0817,0.517,232093,0.397,0.767,1,0.353,-14.094,1,0.0394,83.773,4,spotify:track:6Wowve8VTD6lzGZ7Uu4q8v,0.17
139,Let Me Be Your Light,The Black Ryder,0.189,0.132,374200,0.593,0.611,4,0.375,-9.135,0,0.0311,94.875,4,spotify:track:3eKhbNjyzyXnZlJO62gaHI,0.167
140,Beat the Drum Slowly,Timber Timbre,0.334,0.396,329387,0.424,0.472,2,0.0829,-9.766,1,0.0291,83.787,4,spotify:track:5B4Gcxsm8YUZ7y9jOm9VcM,0.0398
141,Slow 30's Room,David Lynch,0.952,0.267,126427,0.409,0.862,0,0.0991,-14.751,0,0.0312,90.128,1,spotify:track:03IBiVgBzhNrZSwES3Hyjf,0.112
142,Constant Fear,Bohren & Der Club Of Gore,0.959,0.411,389298,0.122,0.954,10,0.125,-16.101,0,0.0324,73.871,4,spotify:track:1C5Qbj0VAXCP45e6IAeZeL,0.152
143,Fuel to Fire (David Lynch Remix),Agnes Obel,0.57,0.545,271309,0.192,0.0619,2,0.108,-13.808,1,0.0373,122.845,4,spotify:track:6yh1yWyWxXTkWk2OVjyNGN,0.0335
144,Only You,Portishead,0.334,0.581,299560,0.316,0.0145,5,0.148,-12.212,1,0.19,120.349,4,spotify:track:2qKkC9cODRjIlsdyEkSJLQ,0.108
145,Voodoo,Chris Isaak,0.0441,0.602,161907,0.521,0.128,11,0.199,-15.373,0,0.0533,137.996,4,spotify:track:1CrgwCCtkQ77Uuyimrp8Vk,0.804
146,Love Songs,Margo Guryan,0.898,0.498,157707,0.442,0.00319,10,0.0974,-9.481,1,0.0337,109.619,4,spotify:track:1dvpYOsm6lIFXvGNN5AKfX,0.355
147,You Know What I Mean,Cults,0.001,0.317,151733,0.568,0,11,0.0813,-6.02,1,0.0297,180.099,3,spotify:track:0Vbp9n2YaXiQiS2tHLZSKl,0.3
148,Summer Moon,The Raveonettes,0.959,0.476,184613,0.315,0.599,7,0.133,-11.219,0,0.0264,78.987,4,spotify:track:1Mr3DtAM1rpEWWZLZrfVQa,0.141
149,Waiting for the Miracle,Leonard Cohen,0.366,0.58,461907,0.409,0.363,4,0.088,-15.735,0,0.0333,82.026,4,spotify:track:0xNWHoHZQEYo8iFH4QdwbK,0.388
150,The Sweetest Embrace,Barry Adamson,0.125,0.478,289773,0.294,0.0127,5,0.0736,-12.424,0,0.0295,173.965,4,spotify:track:67q6QtHGmWnNkufyzv7vMn,0.54
151,Blood Moon,Deer Tick,0.733,0.353,280813,0.408,0.000568,8,0.144,-7.372,1,0.0272,131.559,3,spotify:track:0T7AIfs5XaMr6chWGTfqf8,0.144
152,In My Room,Nancy Sinatra,0.786,0.285,161437,0.379,0.000375,9,0.296,-11.102,0,0.0405,180.598,3,spotify:track:4Kgyi2w1aZWqdSil4pIOrS,0.397
153,The World Spins,Julee Cruise,0.97,0.203,398067,0.0306,0.718,4,0.0761,-24.639,1,0.0357,149.948,3,spotify:track:4UTcVahmFMlHk4hkZrI47v,0.0371
154,All Your Yeahs,Beach House,0.782,0.601,228257,0.515,0.0341,11,0.0917,-11.709,1,0.0265,100.54,4,spotify:track:1Q4jlbtXVPSwLZarmZohAI,0.285
155,16mm Lover,BYSTS,0.000188,0.376,289846,0.256,0.834,11,0.061,-11.254,0,0.0384,130.041,4,spotify:track:52zb2ay7NwobsSWErSY0T5,0.106
156,Embers,The Kilimanjaro Darkjazz Ensemble,0.569,0.373,264500,0.205,0.439,4,0.0617,-19.093,0,0.0432,118.599,4,spotify:track:685QMlnotSlMkx0SwwjQOT,0.049
157,Vano interludio,Piero Piccioni,0.776,0.418,124933,0.128,0.873,2,0.0982,-25.082,1,0.0324,107.122,5,spotify:track:1GOcNmicPeGCajC8zTExGR,0.133
158,Yes,Morphine,0.22,0.676,120707,0.362,0.021,7,0.241,-12.983,0,0.0381,92.971,4,spotify:track:6de5OXZwRUdWEl54Nf1wU3,0.738
159,"Oh, I Buried You Today",The Raveonettes,0.865,0.366,81893,0.304,0.226,6,0.131,-13.813,1,0.0659,100.081,4,spotify:track:3SbnmJRpZLV7pRgWJeEdTE,0.0536
160,Love Theme from Twin Peaks - Instrumental,Angelo Badalamenti,0.897,0.102,304067,0.0693,0.939,10,0.107,-22.506,1,0.0506,67.034,4,spotify:track:6WSB31O8sxrhly3HNfOEzF,0.035
161,Someone Sang And Slowly Danced,Joel Fausto & Illusion Orchestra,0.902,0.491,374967,0.183,0.916,9,0.106,-16.381,1,0.0305,109.86,4,spotify:track:6QGArbBqEmgBc4OvjKafm1,0.0394
162,Coming Down,Dum Dum Girls,0.00628,0.167,390000,0.604,0.00931,2,0.259,-4.549,1,0.0385,136.102,3,spotify:track:16bwzB6w9ev11KOZ1RNNKJ,0.228
163,You Make Me Wanna Die,Farah,0.018,0.645,244813,0.349,0.633,11,0.0982,-13.633,1,0.0277,100.996,4,spotify:track:7k04YZDaHaoMjOGKhcIFKc,0.382
164,Zombies Never Die (Blues),Bohren & Der Club Of Gore,0.768,0.214,451026,0.13,0.923,6,0.114,-20.147,0,0.0333,76.281,3,spotify:track:14oOlfTNqIHwTCza8RZODY,0.0363
165,Shadows Of My Name,Emma Ruth Rundle,0.373,0.512,210360,0.56,0.00654,5,0.247,-6.569,0,0.0253,109.002,4,spotify:track:2Ku0GBOgHSCTMtQCXNa7Wg,0.181
166,Gabriel's Dance,Silencio,0.134,0.553,207328,0.428,0.546,2,0.104,-11.137,1,0.038,180.056,4,spotify:track:35Gk31g0MFjzfnt9XUysBs,0.0397
167,Baby Did a Bad Bad Thing,Chris Isaak,0.349,0.547,174453,0.434,0.000359,2,0.114,-10.818,1,0.0768,152.913,4,spotify:track:6CTAqGQtAoE5bNqKRHsqRG,0.57
168,I'm On Fire,Chromatics,0.677,0.621,245133,0.421,0.351,10,0.0615,-11.834,1,0.0286,129.958,4,spotify:track:7sReVMQAn2dkBi0l9Es5Tv,0.318
